-5.608836000000000377e-01,-6.072309000000000040e-02
-5.464742000000000210e-01,7.675463999999999898e-02
-3.965352999999999795e-01,1.843589999999999951e-01
-1.573448000000000069e-01,1.845341000000000065e-01
7.491211000000000397e-02,7.931399000000000088e-02
2.135483999999999993e-01,-2.378836000000000145e-02
2.446756999999999960e-01,-7.083981000000000305e-02
2.610827000000000009e-01,-8.251026999999999667e-02
2.498830999999999969e-01,-8.407797999999999661e-02
2.562050000000000161e-01,-8.422035999999999412e-02
2.512345999999999746e-01,-8.438793999999999462e-02
2.553750000000000187e-01,-8.467668000000000417e-02
2.625052999999999970e-01,-8.504768000000000050e-02
2.583657999999999788e-01,-8.550051000000000179e-02
2.726245999999999947e-01,-8.603853999999999669e-02
2.638476000000000155e-01,-8.664597999999999745e-02
2.751041000000000181e-01,-8.728861999999999732e-02
2.711555999999999966e-01,-8.793644000000000460e-02
2.793088000000000237e-01,-8.856960999999999307e-02
2.822199000000000235e-01,-8.629325999999999663e-02
1.756709999999999938e-01,2.757468000000000072e-02
-4.143828000000000095e-02,2.217777999999999972e-01
-2.981409999999999894e-01,3.334845000000000170e-01
-4.762124999999999830e-01,2.716700000000000226e-01
-5.491085999999999467e-01,1.035679999999999934e-01
-5.659710999999999492e-01,-2.602987999999999830e-02
-5.670730000000000492e-01,-7.813040999999999736e-02
-5.658459999999999601e-01,-9.028619999999999701e-02
-5.646531000000000189e-01,-5.702859999999999874e-02
-5.339597999999999844e-01,7.776070000000000204e-02
-3.695167999999999786e-01,1.832690999999999903e-01
-1.204482999999999943e-01,1.816013999999999962e-01
1.181053999999999993e-01,7.465974000000000221e-02
2.590937999999999852e-01,-2.992668000000000064e-02
2.902371000000000256e-01,-7.804545999999999706e-02
3.065739000000000103e-01,-9.031253999999999671e-02
2.970168000000000252e-01,-9.210996000000000461e-02
3.065264999999999795e-01,-9.223559000000000618e-02
3.052449999999999886e-01,-9.221148999999999318e-02
3.124506000000000228e-01,-9.219565999999999872e-02
3.185629999999999851e-01,-9.222905000000000686e-02
3.039082000000000172e-01,-9.231172999999999462e-02
3.070338000000000234e-01,-9.241929999999999590e-02
2.942855999999999805e-01,-9.252101999999999549e-02
3.068615000000000093e-01,-9.261031000000000124e-02
3.044629999999999836e-01,-9.269523999999999819e-02
3.105265999999999860e-01,-9.279194999999999804e-02
3.120550999999999742e-01,-9.086052000000000017e-02
2.052326999999999901e-01,1.998584000000000124e-02
-1.233151000000000039e-02,2.148890999999999996e-01
-2.722338000000000258e-01,3.303659999999999930e-01
-4.554495000000000071e-01,2.732322999999999835e-01
-5.326153999999999611e-01,1.061097000000000012e-01
-5.521793000000000395e-01,-2.521872000000000003e-02
-5.551568999999999532e-01,-7.867209999999999481e-02
-5.554751999999999468e-01,-9.117163000000000350e-02
-5.556343000000000254e-01,-5.785326999999999831e-02
-5.235636999999999652e-01,7.705707000000000528e-02
-3.570233999999999908e-01,1.826740000000000030e-01
-1.096290999999999932e-01,1.810993999999999937e-01
1.233889999999999987e-01,7.428948000000000496e-02
2.587574000000000263e-01,-3.012913000000000049e-02
2.815540000000000265e-01,-7.807707999999999315e-02
2.935774999999999912e-01,-9.020008999999999666e-02
2.830068000000000028e-01,-9.187742999999999605e-02
2.940162000000000053e-01,-9.188897000000000037e-02
2.959724000000000244e-01,-9.171943000000000457e-02
3.012666999999999984e-01,-9.149889999999999413e-02
3.122036999999999729e-01,-9.126165999999999445e-02
3.032006999999999897e-01,-9.104639000000000482e-02
3.130215000000000081e-01,-9.086516999999999511e-02
3.012409999999999810e-01,-9.069182000000000632e-02
3.074288000000000021e-01,-9.049385000000000068e-02
3.005397000000000207e-01,-9.025046000000000457e-02
3.029060000000000086e-01,-8.994090999999999891e-02
3.056383999999999768e-01,-8.897813000000000250e-02
2.028964000000000045e-01,1.519977999999999954e-02
-1.151129000000000041e-02,2.108318999999999888e-01
-2.744575000000000209e-01,3.334988999999999870e-01
-4.656553999999999971e-01,2.860483999999999805e-01
-5.500637999999999916e-01,1.216200999999999949e-01
-5.745966000000000129e-01,-1.244791999999999947e-02
-5.817704999999999682e-01,-6.780729000000000617e-02
-5.865888000000000213e-01,-7.992085999999999635e-02
-5.918881999999999755e-01,-4.510733000000000104e-02
-5.657052000000000191e-01,9.170055000000000567e-02
-4.058746999999999772e-01,1.994713999999999932e-01
-1.647882999999999987e-01,2.003284999999999927e-01
6.297305999999999737e-02,9.622139000000000386e-02
1.897855999999999987e-01,-5.209700000000000268e-03
2.087313000000000085e-01,-4.987416000000000071e-02
2.123416999999999943e-01,-5.840893999999999947e-02
1.858046999999999893e-01,-5.618733000000000061e-02
1.774374999999999980e-01,-5.198769000000000307e-02
1.571871999999999991e-01,-4.736636000000000318e-02
1.458655000000000090e-01,-4.253403000000000045e-02
1.356893999999999878e-01,-3.749858999999999831e-02
1.072192000000000006e-01,-3.217085000000000083e-02
9.578064999999999496e-02,-2.645259000000000152e-02
6.330355999999999483e-02,-2.034404000000000073e-02
5.158829000000000192e-02,-1.390898999999999955e-02
2.032665000000000166e-02,-7.200480999999999895e-03
-4.525231000000000219e-03,-3.042996999999999759e-04
-2.822436000000000042e-02,7.111898999999999652e-03
